FID,objectid_1,objectid,facility_n,begin,end,facility_c,status,route_id,bpp_2005,local_plan,jurisdicti,st,note,miles,priority,yr_constr,i269,blvd,divided,fund_sourc,shape_leng,shape_le_1,Shape__Length
146,1581,1741,Mt. Moriah Rd,Mendenhall,Hickory Hill,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,1.29972406495,,2020,,,,Local,6862.54306295,6862.54306295,2554.71244129426
147,1583,1742,Ridgeway Rd,Winchester,Raines,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,1.02894078955,,2020,,,,Local,5432.80736882,5432.80736882,2029.22888913491
148,1584,1743,Hollywood St,I-40,Wolf River Greenway Phase 6,Paved Shoulder,Existing,,,2020CIP,Memphis,TN,,0.36794335061,,2019,,,,Local,1942.74089122,1942.74089122,727.002448620588
149,1585,1744,Hollywood St,Wolf River Greenway Phase 6,Chelsea,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.806095473501,,2019,,,,Local,4256.18410009,4256.18410009,1592.46663959783
150,1587,1745,Hollywood St,Chelsea,Staten,Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.666520440469,,2019,,,,Local,3519.22792568,3519.22792568,1316.63222858721
151,1588,1746,Winchester Rd,Graves,Elvis Presley,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.898127405257,,2021,,,,Local,4742.11269976,4742.11269976,1763.67963287893
152,1589,1747,Raleigh Lagrange Rd,Covington Pike,Sycamore View,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,1.60689382373,,2019,,,,Local,8484.39938931,8484.39938931,3164.31537003644
153,1590,1748,Holmes Rd,Elvis Presley,Santa Monica,Bike Lane,Existing,,,2020CIP,Memphis,TN,,1.12598515526,,2021,,,,Local,5945.20161975,5945.20161975,2209.79671781655
154,1591,1749,Holmes Rd,Santa Monica,Hudgins,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.330280529444,,2021,,,,Local,1743.88119546,1743.88119546,648.188353840077
155,1592,1750,Holmes Rd,Hudgins,Queen Elizabeth,Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.0757491928823,,2021,,,,Local,399.955738418,399.955738418,148.661153844753
156,1593,1751,Holmes Rd,Queen Elizabeth,Hornsby,Buffered Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.258612913073,,2021,,,,Local,1365.47618102,1365.47618102,507.539644333926
157,1594,1752,Quince Rd,Cherry,Sea Isle,Paved Shoulder,Existing,,,2020CIP,Memphis,TN,,0.402954879382,,2020,,,,Local,2127.60176314,2127.60176314,792.504679887836
158,1595,1753,Quince Rd,Sea Isle,Perkins,Bike Lane,Existing,,,2020CIP,Memphis,TN,,0.179566399634,,2020,,,,Local,948.110590066,948.110590066,353.061435881638
159,1596,1754,Quince Rd,Perkins,Mt. Moriah,Paved Shoulder,Existing,,,2020CIP,Memphis,TN,,0.621332422964,,2020,,,,Local,3280.63519325,3280.63519325,1220.68166123626
160,1597,1755,National St,Jackson,Macon,Marked Shared Roadway,Existing,,,2020CIP,Memphis,TN,,0.842596809897,,2019,,,,Local,4448.91115625,4448.91115625,1663.17825555541
161,1598,1756,National St,Macon,Summer,Marked Shared Roadway,Existing,,,2020CIP,Memphis,TN,,0.894493083158,,2019,,,,Local,4722.92347907,4722.92347907,1766.61557724085
162,1599,1757,Belvedere Blvd,Madison,Union,Buffered Bike Lane,Existing,MEM 10; MEM 40,,STP Bike,Memphis,TN,,0.154927599172,Primary,2020,,,,STP-BIKEPED,818.017723626,818.017723626,305.904946209384
163,1600,1758,Homer St,Macon,Wayne,Bike Lane,Existing,,,,Memphis,TN,,0.10837451931,,2019,,,,Local,572.217461956,572.217461956,214.059290432953
164,1619,1776,Scheibler Rd,Yale,Olds,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.37043116961,,2021,,,,Local,1955.87657554,1955.87657554,731.654464236393
165,1620,1777,Scheibler Rd,Olds,Craigmont,Marked Shared Roadway,Existing,,,2021CIP,Memphis,TN,,0.128116559311,,0,,,,Local,676.455433162,676.455433162,253.043483132443
166,1621,1778,Scheibler Rd,Craigmont,Casann,Paved Shoulder,Existing,,,2021CIP,Memphis,TN,,0.177996311125,,0,,,,Local,939.82052274,939.82052274,351.578791734218
167,1622,1779,Coleman Rd,Yale,Stage,Bike Lane,Existing,,,2021CIP,Memphis,TN,,1.19773050442,,2021,,,,Local,6324.01706334,6324.01706334,2365.89044098692
168,1623,1780,Kirby Pkwy,Messick,Quince,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,1.00931355301,,2021,,,,Local,5329.17555987,5329.17555987,1991.01323140584
169,1624,1781,Cully Rd,Cordova,Macon,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.137290333969,,2021,,,,Local,724.892963356,724.892963356,271.041272235053
170,1625,1782,Macon Rd,Macon,Macon,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.145919480829,,2021,,,,Local,770.454858775,770.454858775,288.187455055223
171,1626,1783,Crestridge Rd,Five Colonies,Cotton Plant,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,1.13270635286,,2021,,,,Local,5980.68954308,5980.68954308,2226.01523727647
172,1627,1784,Crestridge Rd,East of Cotton Plant,West of Grand Fields,Signed Shared Roadway,Existing,,,2021CIP,Memphis,TN,,0.0404591825123,,2021,,,,Local,213.624483665,213.624483665,79.4638357084891
173,1630,1787,Millbranch Rd,Riverbrook,City Limit,Bike Lane,Existing,,,2021CIP,Memphis,TN,,2.07055982744,,2021,,,,Local,10932.5558889,10932.5558889,4081.93441491433
174,1631,1788,Alcy Rd,Elvis Presley,Ketchum,Bike Lane,Existing,,,2021CIP,Memphis,TN,,1.9840759771,,2021,,,,Local,10475.9211591,10475.9211591,3898.43590138225
175,1633,1790,Mendenhall Rd,McCrory,Tutwiler,Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.607835035385,,2021,,,,Local,3209.36898683,3209.36898683,1200.46928729011
176,1634,1791,Mendenhall Rd,Tutwiler,Summer,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.120192993825,,2021,,,,Local,634.619007395,634.619007395,237.366256061566
177,1635,1792,Mendenhall Rd,Summer,Walnut Grove,Bike Lane,Existing,,,2021CIP,Memphis,TN,,1.22923377909,,2021,,,,Local,6490.35435361,6490.35435361,2427.30079968061
178,1646,1803,Lauderdale St,Exchange,Washington,Marked Shared Roadway,Existing,,,2021CIP,Memphis,TN,,0.15220362237,,2021,,,,Local,803.635126115,803.635126115,300.562817615225
179,1648,1805,Whitney Ave,Harvester,Watkins,Bike Lane,Existing,MEM 30; MEM 60,,2021CIP,Memphis,TN,,2.36313093428,,2021,,,,Local,12477.331333,12477.331333,4651.87457520736
180,1649,1806,Knight Arnold Rd,Lamar,Getwell,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.49062942685,,2020,,,,Local,2590.52337377,2590.52337377,963.73502624563
181,1650,1807,Knight Arnold Rd,Getwell,Goodlett,Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.641041078419,,2020,,,,Local,3384.69689405,3384.69689405,1259.01291062677
182,1652,1809,Colemen Rd,Stage,Raleigh Lagrange,Buffered Bike Lane,Existing,,,2021CIP,Memphis,TN,,0.3501407924,,2021,,,,Local,1848.74338387,1848.74338387,691.706629632365
183,1655,1812,Chelsea Ave,Holmes,Highland,Buffered Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.344919440836,,2022,,,,Local,1821.17464762,1821.17464762,678.54110150155
184,1657,1814,Cotton Plant Rd,Wood Rail,Cotton Grove,Marked Shared Roadway,Existing,,,2022CIP,Memphis,TN,,0.186972011059,,2022,,,,Local,987.212218394,987.212218394,368.805854098014
185,1658,1815,Cotton Plant Rd,Crestridge,Wood Rail,Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.311453444685,,2022,,,,Local,1644.47418794,1644.47418794,614.372196266781
186,1661,1816,Directors Row,Brooks,Airways,Buffered Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.574217973541,,2022,,,,Local,3031.8709003,3031.8709003,1130.8490878091
187,1662,1817,Raines Rd,Third,Horn Lake,Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.181431525359,,2022,,,,Local,957.958453894,957.958453894,356.197686425694
188,1663,1818,Raines Rd,Horn Lake,Alice,Buffered Bike Lane,Existing,,,2022CIP,Memphis,TN,,1.39916996206,,2022,,,,Local,7387.61739968,7387.61739968,2747.07106532335
189,1664,1819,Raines Rd,Alice,Auburn,Bike Lane,Existing,,,2022CIP,Memphis,Tn,,0.6018574203,,2022,,,,Local,3177.80717919,3177.80717919,1181.67623551203
190,1667,1821,Graham St,Summer,Macon,Paved Shoulder,Existing,MEM 40;MEM 60,,2022CIP,Memphis,TN,,0.912540786581,,2022,,,,Local,4818.21535315,4818.21535315,1802.20565316663
191,1673,1827,New Frayser Raleigh Rd,Warford,Old Allen,Buffered Bike Lane,Existing,MEM 30; MEM 60,,2022CIP,Memphis,TN,2003Routes,0.771337362661,Regional,2022,N,,Y,Local,4072.66127485,4072.66127485,1518.23825152667
192,1675,1828,Holmes St,Macon,Summer,Marked Shared Roadway,Existing,,,2022CIP,Memphis,TN,,0.948860247485,,2022,,,,Local,5009.98210672,5009.98210672,1874.05338904551
193,1676,1829,Holmes St,Walnut Grove,Waykona,Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.29726095992,,2022,,,,Local,1569.53786838,1569.53786838,586.765537736616
194,1678,1830,Holmes St,Waykona,N Johnson,Buffered Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.215066867771,,2022,,,,Local,1135.55306183,1135.55306183,424.676945326006
195,1680,1831,Norris Rd,I-240,Ball,Buffered Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.594726625515,,2022,,,,Local,3140.15658272,3140.15658272,1168.34376879045
196,1682,1833,Overton Crossing St,St Elmo,Hawkin Mill,Paved Shoulder,Existing,,,2022CIP,Memphis,TN,,0.742598169338,,2021,,,,Local,3920.9183341,3920.9183341,1468.10590711649
197,1683,1834,Perkins Rd,McCroy,Summer,Paved Shoulder,Existing,,,2022CIP,Memphis,TN,,0.84535436172,,2022,,,,Local,4463.47102988,4463.47102988,1669.58985114959
198,1690,1840,St Elmo Ave,Raleigh Millington,Ann Arbor,Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.162939723828,,2022,,,,Local,860.321741813,860.321741813,320.775904010124
199,1691,1841,St Elmo Ave,Windermere,Raleigh Millington,Bike Lane,Existing,,,2022CIP,Memphis,TN,,0.861680278724,,2022,,,,Local,4549.67187166,4549.67187166,1695.8912797237
200,1695,1844,White Station Rd,Park,Sea Isle,Marked Shared Roadway,Existing,,,2022CIP,Memphis,TN,,0.82449043448,,2022,,,,Local,4353.30949405,4353.30949405,1627.00146145461
201,1696,1845,White Station Rd,Sea Isle,Mt Moriah,Marked Shared Roadway,Existing,MEM 50; MEM 60,,2022CIP,Memphis,TN,2003Routes,0.757646070323,Primary,2022,,,,Local,4000.3712513,4000.3712513,1493.05211156699
202,1705,1852,Graham St,Summer,Carter,Marked Shared Roadway,Existing,MEM 40; MEM 60,,2020CIP,Memphis,TN,,0.0912223238696,,2020,,,,Local,481.653870031,481.653870031,180.152163045622
203,1706,1853,Graham St,Carter,Philwood,Bike Lane,Existing,MEM 40; MEM 60,,2020CIP,Memphis,TN,,0.188668401705,,2020,,,,Local,996.169161003,996.169161003,372.585625806373
204,1707,1854,Graham St,Philwood,Shelby Farms Greenline,Paved Shoulder,Existing,MEM 40; MEM 60,,2020CIP,Memphis,,,0.158249735154,,2020,,,,Local,835.558601613,835.558601613,312.504634054483
205,1708,1855,Graham St,Shelby Farms Greenline,Minden,Buffered Bike Lane,Existing,MEM 40; MEM 60,,STP-BIKE,Memphis,TN,City of Memphis 55 MILES,0.33707885518,Secondary,2020,N,,,STP-BIKEPED,1779.77635535,1779.77635535,665.618410541536
206,1709,1856,Graham St,Summer,Macon,Signed Shared Roadway,Existing,MEM 40; MEM 60,,2003Routes,Memphis,TN,,0.912540786581,Primary,2003,N,,,Local,4818.21535315,4818.21535315,1802.20565316663
207,1710,1857,Belvedere Blvd,Poplar,Madison,Marked Shared Roadway,Existing,MEM 10; MEM 40,,2020CIP,Memphis,TN,,0.345923506416,Primary,2020,,,,Local,1826.47611388,1826.47611388,683.045496003881
208,1711,1858,Belvedere Blvd,Union,Peabody,Signed Shared Roadway,Existing,MEM 10; MEM 40,,2003Routes,Memphis,TN,,0.250386045465,Primary,2003,,,,Local,1322.03832006,1322.03832006,494.391056710575
209,1713,1860,Evergreen St,North Parkway,Galloway,Marked Shared Roadway,Existing,MEM 20; MEM 40,,2020CIP,Memphis,TN,,0.160709009401,Primary,2020,,,,Local,848.543569637,848.543569637,317.372607664143
210,1739,1885,Riverdale Bend,Winchester,Riverdale,Paved Shoulder,Existing,,,2023CIP,Memphis,TN,,0.515535,,2023,,,,Local,2722.24029,2722.02402931,1013.95410563091
211,1747,1893,Latham Rd,Mallory,Person,Paved Shoulder,Existing,,,2023CIP,Memphis,TN,,1.030967,,2023,,,,Local,5443.507008,5443.50700779,2034.65829820404
212,1748,1894,Latham Rd,Person,S Parkway,Marked Shared Roadway,Existing,,,2023CIP,Memphis,TN,,0.420522,,2023,,,,Local,2220.355582,2220.35558154,830.023539717424
213,1751,1897,Shady Grove,Yates,I 240,Buffered Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.44862,,2023,,,,Local,2368.715704,2368.71570432,881.812456179776
214,1752,1898,Shady Grove,I 240,I 240,Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.011392,,2023,,,,Local,60.151286,60.1512856368,22.3905779160413
215,1753,1899,Shady Grove,I240,Angel Green,Buffered Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.061182,,2023,,,,Local,323.038581,323.038581217,120.246820988655
216,1754,1900,Shady Grove,Angel Green,Brierview,Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.17709,,2023,,,,Local,935.036087,935.036087431,348.052405997447
217,1755,1901,Shady Grove,Brierview,East of Ripplebrook,Buffered Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.546179,,2023,,,,Local,2883.823812,2883.82381214,1073.88603097647
218,1756,1902,Shady Grove,East of Ripplebrook,Humphreys,Buffered Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.388857,,2023,,,,Local,2053.16689,2053.16688968,764.684696081826
219,1757,1903,Fourth,Union,Madison,Marked Shared Roadway,Existing,,,2023CIP,Memphis,TN,,0.148598,,2023,,,,Local,784.595484,784.595483971,293.057514534209
220,1758,1904,Fourth,Madison,Court,Paved Shoulder,Existing,,,2023CIP,Memphis,TN,,0.071054,,2023,,,,Local,375.165384,375.165383807,140.2574996579
221,1759,1905,Fourth,Court,Jefferson,Marked Shared Roadway,Existing,,,2023CIP,Memphis,TN,,0.069517,,2023,,,,Local,417.572199,417.572198845,156.029964846298
222,1760,1906,Fourth,Jefferson,Washington,Marked Shared Roadway,Existing,,,2023CIP,Memphis,TN,,0.144318,,2023,,,,Local,761.998399,761.998399425,284.875932758663
223,1765,1911,Manassas,North Parkway,Jackson,Bike Lane,Existing,,,2023CIP,Memphis,TN,,0.1059,,2023,,,,Local,559.152436,559.152436038,209.148625196393
224,1766,1912,Manassas,Jackson,Chelsea,Paved Shoulder,Existing,,,2023CIP,Memphis,TN,,0.589742,,2023,,,,Local,3113.838895,3113.8388946,1164.77156486795
225,1770,1916,Tutwiler,Faxon,McClean,Bike Lane,Existing,,,,Memphis,TN,,0.665438,,0,,,,Local,3513.514851,3513.51485119,1308.60991279998
226,1773,1022,Whitney Ave,Watkins,Overton Crossing,Signed Shared Roadway,Existing,MEM 30; MEM 60,,2003Routes,Memphis,TN,,0.541337,Primary,2003,N,,,Local,2858.258427,2858.25842731,1065.09650195714
227,1774,1024,Whitney Ave,North Second,Harvester,Signed Shared Roadway,Existing,MEM 20; MEM 60; MRT,,2003ROUTES,Memphis,TN,,0.803201,Primary,2003,N,,,Local,4240.898979,4240.89897885,1583.99596135462
228,1775,1919,Briarcrest,S Shady Grove,Poplar,Bike Lane,Existing,,,CIP2021,Memphis,TN,,0.631758,,2021,,,,Local,3335.683279,3335.68327921,1244.37745442459
229,1776,1920,Cooper St,Washington,Union,Bike Lane,Existing,,,STP6,Memphis,TN,,0.426911,,2021,,,,STP-M,2254.087969,2254.0879692,842.906538310747
230,1777,1921,Cooper St,Union,Harbert,Buffered Bike Lane,Existing,,,STP6,Memphis,TN,,0.340415,,2021,,,,STP-M,1797.390595,1797.39059536,672.132974748211
231,1778,1922,Cooper St,Harbert,Central,Bike Lane,Existing,,,STP6,Memphis,TN,,0.221328,,2021,,,,STP-M,1168.612114,1168.61211359,436.97962132951
232,1783,1925,Prentiss Pl,McLean,Morrie Moss,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.214127706801,,1906,,,,,1130.59429191,1130.59429191,421.598912826975
233,1784,1926,Morrie Moss Ln,Prentiss,Kenilworth,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.450201798797,,1906,,,,,2377.06549765,2377.06549765,888.844582995208
234,1785,1927,Veterans Plaza Dr,Morrie Moss,Poplar,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.484833968116,,1906,,,,,2559.92335165,2559.92335165,956.379249566629
235,1786,1928,Old Forest Ln,Veterans Plaza,Dead End,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.144421474638,,1906,,,,,762.545386086,762.545386089,284.058771279776
236,1787,1929,Museum Dr,Morrie Moss,Veterans Plaza,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.197684917232,,1906,,,,,1043.77636298,1043.77636298,388.846559980904
237,1788,1930,Clocktower Ln,Museum,Veterans Plaza,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.0552804979943,,1906,,,,,291.88102941,291.88102941,108.98116819197
238,1789,1931,Golf Dr,Morries Moss,Dead End,Signed Shared Roadway,Existing,,,,Memphis,TN,,0.29781743178,,1906,,,,,1572.4760398,1572.4760398,585.642692469478
239,1790,1932,Overton Park Access,Kenilworth,Morrie Moss,Shared Use Path,Existing,,,,Memphis,TN,,0.0227965031221,,1906,,,,,120.365536484,120.365536484,44.8179650872159
240,1812,1952,Bearwater Greenline,Hickory,Chelsea,Shared Use Path,Existing,,,,Memphis,TN,,0.485617,,2023,,,,,2564.36969,2564.3696905,958.135959654125
241,1,1,Mississippi River Greenbelt,Mud Island,AW Willis,Shared Use Path,Existing,,,PARKS,Memphis,TN,,1.38593920977,Secondary,1998,N,,,Local,7317.75902757,7317.75902757,2737.53026712766
242,3,3,Old Forest Trail,,,Shared Use Path,Existing,,,PARKS,Memphis,TN,OPC WILL PROVIDE DIRT TRAIL GIS DATA WHEN AVAILABLE,2.21273020003,Primary,1998,N,,,Local,11683.2154562,11683.2154562,4358.5585362713
243,4,4,Shelby Farms Patriot Trail,Vistor's Center,Visitor's Center,Shared Use Path,Existing,,,,Shelby Co,TN,,2.40905503478,Secondary,2016,N,,,,12719.8105836,12719.8105836,4743.38672608285
244,5,5,Shelby Farms Chickasaw Trail,Silo,Silo,Shared Use Path,Existing,,,,Shelby Co,TN,,2.94326631538,Secondary,2005,N,,,,15540.4461452,15540.4461452,5799.26566305328
245,6,6,V & E Greenline,Watkins,Springdale,Dirt Trail,Existing,,,VECA,Memphis,TN,,1.70529397277,Primary,1997,N,,,Private,9003.95217622,9003.95217622,3354.95387700915
246,8,8,Overton Crossing St,St Elmo,Whitney,Signed Shared Roadway,Existing,MEM 30; MEM 60,,2003Routes,Memphis,TN,,1.62920987484,Primary,2003,N,,,Local,8602.22813917,8602.22813917,3220.10210560609
247,9,9,"Dr. MLK, Jr. Ave",Third,Peabody,Signed Shared Roadway,Existing,MEM 10; MEM 60,,2003Routes,Memphis,TN,,1.64926244936,Primary,2003,N,,,Local,8708.10573262,8708.10573262,3243.37543558358
248,10,10,Graham St,Chelsea,Macon,Signed Shared Roadway,Existing,MEM 40; MEM 60,,2003Routes,Memphis,TN,,1.1781236176,Primary,2003,N,,,Local,6220.49270095,6220.49270095,2327.06333321423
249,11,11,Shady Grove Rd,Mendenhall,Yates,Signed Shared Roadway,Existing,MEM 50; MEM 60,,2003Routes,Memphis,TN,,1.04989721169,Primary,2003,N,,,Local,5543.45727775,5543.45727775,2063.72061395963
250,12,12,Shelby Farms Greenline,Tillman,Farm,Shared Use Path,Existing,,,,Shelby Co,TN,,6.62755528666,Primary,2010,N,,,,34993.4919136,34993.4919136,13031.5470269974
251,14,14,Shelby Farms Greenline Connector,Mullins Station,Chicksaw Trail,Shared Use Path,Existing,,,,Memphis,TN,,0.576793806278,Secondary,2011,N,,,,3045.47129715,3045.47129715,1137.21386526951
252,15,15,Shelby Farms Greenway Connector,Farm,Wolf River Greenway,Shared Use Path,Existing,,,,Memphis,TN,CHECK WITH SHELBY FARMS ON PROPER NAME FOR THIS TRAIL,1.16422295817,Primary,2011,N,,,,6147.09721913,6147.09721913,2293.68126027555
253,16,16,Nonconnah Greenway,Forest Hill Irene,TN-385,Shared Use Path,Existing,,,,Shelby Co,TN,,0.695138984511,Secondary,2005,N,,,,3670.33383822,3670.33383822,1368.39685750005
254,17,17,Wolf River Greenway Phase 2,Walnut Grove,Shady Grove,Shared Use Path,Existing,,,WRG,Memphis,TN,,1.4373435669,Secondary,2011,N,,,Local,7589.17403325,7589.17403325,2832.86552704871
255,22,22,Dogwood Rd,Elm Row,Forest Hill Irene,Paved Shoulder,Existing,,,,Germantown,TN,,0.968802442727,Primary,0,N,,,,5115.2768976,5115.2768976,1903.59430172958
256,24,24,Grand Steeple Greenway,Grand Steeple,Poplar,Shared Use Path,Existing,Progress Trail,,,Collierville,TN,,0.597168948285,Secondary,0,Y,,,,3153.05204695,3153.05204695,1176.39863721727
257,26,26,Wolf River Blvd,Germantown City Limit,Amber Grove,Signed Shared Roadway,Existing,Wolf River Parkway Trail,,,Collierville,TN,,3.18813822751,Secondary,0,N,,,,16833.3698413,16833.3698413,6269.20984617769
258,27,27,Houston Levee Rd,Winchester,Bailey Station,Bike Lane,Existing,,,,Collierville,TN,,1.20674981233,Secondary,2011,N,,Y,,6371.6390091,6371.6390091,2377.6036085403
259,28,28,Houston Levee Rd,Wolf River Blvd,Frank,Bike Lane,Existing,,,,Collierville,TN,,1.75740894781,Secondary,0,N,,P,,9279.11924442,9279.11924442,3467.786068643
260,29,29,Johnson Creek Greenway Phase 1,US-61,Baldwin,Shared Use Path,Existing,,,,DeSoto Co,MS,,2.88342762213,Regional,0,N,,,,15224.4978449,15224.4978449,5653.91104380152
261,30,30,Magnolia Dr,Goodman,Oak Leaf,Bike Lane,Existing,,,,Olive Branch,MS,,0.576858880754,Primary,0,N,,,,3045.81489038,3045.81489038,1136.51319697997
262,31,31,Shady Grove Rd,Meadowgrove,Humphreys,Bike Lane,Existing,MEM 50; MEM 60,,2003Routes,Memphis,TN,,0.497394586087,Primary,2008,N,,,Local,2626.24341454,2626.24341454,978.03899295545
263,32,32,Wolf River - Walnut Grove Connector,Humphreys,Wolf River Greenway,Shared Use Path,Existing,,,WRG,Memphis,TN,,0.144417081139,Secondary,2010,N,,,Local,762.522188417,762.522188417,284.397889774733
264,33,33,Walnut Grove Bridge,Wolf River Greenway,Walnut Grove,Shared Use Path,Existing,,,WRG,Memphis,TN,,0.232856124509,Secondary,2008,N,,,Local,1229.48033741,1229.48033741,458.514319464432
265,34,34,Southern Ave,Cooper,Goodwyn,Bike Lane,Existing,,,ARRA,Memphis,TN,,1.62587675226,Regional,2010,N,,,ARRA,8584.62925195,8584.62925195,3195.2007762422
266,35,35,Southern Ave,Minor,Goodlett,Bike Lane,Existing,,,ARRA,Memphis,TN,,1.03898173124,Regional,2010,N,,,ARRA,5485.82354094,5485.82354094,2041.91581331824
267,36,36,New Horn Lake Rd,Rivergate,Peebles,Bike Lane,Existing,,,2010PW,Memphis,TN,,0.823057270377,Regional,2010,N,,,Local,4345.74238759,4345.74238759,1622.15903285461
268,38,38,Knight Arnold Rd,Boxdale,Castleman,Bike Lane,Existing,,,ARRA,Memphis,TN,,0.665226507285,Secondary,2011,N,,,ARRA,3512.39595846,3512.39595846,1306.44520792137
269,40,40,Millbranch Rd,Winchester,Riverbrook,Bike Lane,Existing,,,ARRA,Memphis,TN,,2.00332447689,Secondary,2012,N,,,ARRA,10577.553238,10577.553238,3950.961325046
270,41,41,Ball Rd,Perry,Ketchum,Bike Lane,Existing,,,ARRA,Memphis,TN,,1.10832843968,Regional,2012,N,,,ARRA,5851.97416153,5851.97416153,2177.2494570507
271,42,42,Waring Rd,Macon,Castle,Bike Lane,Existing,,,ARRA,Memphis,TN,,0.70580995202,Secondary,2011,N,,,ARRA,3726.67654667,3726.67654667,1393.43129813118
272,43,43,Wells Station Rd,Watts,Macon,Bike Lane,Existing,,,ARRA,Memphis,TN,,1.20183008436,Secondary,2011,N,,,ARRA,6345.66284543,6345.66284543,2374.09485834974
273,44,44,Ross Rd,Devonshire,Shelby,Bike Lane,Existing,,,ARRA,Memphis,TN,,0.798524120893,Regional,2011,N,,,ARRA,4216.20735832,4216.20735832,1574.60825387313
274,45,45,Front St,Dr MLK Jr,GE Patterson,Marked Shared Roadway,Existing,,,ARRA,Memphis,TN,,0.519002898522,Secondary,2011,N,,,ARRA,2740.33530419,2740.33530419,1023.89197782779
275,47,47,McLemore Ave,Kentucky,James,Paved Shoulder,Existing,,,ARRA,Memphis,TN,,2.3199412464,Regional,2011,N,,,ARRA,12249.289781,12249.289781,4559.18149676175
276,48,48,South Parkway,Lauderdale,College,Bike Lane,Existing,,,ARRA,Memphis,TN,,0.874238259443,Primary,2011,N,,,ARRA,4615.97800986,4615.97800986,1719.24557489931
277,49,50,Airways Blvd,Democrat,Raines,Bike Lane,Existing,,,STP1,Memphis,TN,,2.36159545864,Regional,2012,N,,,STP-M,12469.2240216,12469.2240216,4657.03717142004
278,50,51,Park Ave,Airways,Semmes,Bike Lane,Existing,,,STP2,Memphis,TN,,1.32816767254,Primary,2012,N,,,STP-M,7012.72531102,7012.72531102,2609.89919026732
279,51,52,Semmes St,Baron,Sharpe,Bike Lane,Existing,,,ARRA,Memphis,TN,,0.973327771013,Primary,2011,N,,,ARRA,5139.17063095,5139.17063095,1920.53543366129
280,52,53,Madison Ave,McNeil,Cooper,Bike Lane,Existing,,,ARRA,Memphis,TN,,1.25131027579,Primary,2011,N,,,ARRA,6606.91825618,6606.91825618,2459.96009663246
281,53,54,Chelsea Ave,Watkins,Fairfax,Bike Lane,Existing,,,ARRA,Memphis,TN,,2.14520783471,Regional,2011,N,,,ARRA,11326.6973673,11326.6973673,4219.07610247693
282,54,55,McLean Blvd,North Pkwy,Lamar,Bike Lane,Existing,,,STP3,Memphis,TN,,2.45817113998,Primary,2012,N,,,STP-M,12979.1436191,12979.1436191,4853.5118753075
283,55,56,Cooper St,Central,Southern,Bike Lane,Existing,,,STP2,Memphis,TN,,0.68305735869,Secondary,2012,N,,,STP-M,3606.54285389,3606.54285389,1348.4848340486
284,56,57,Goodlett St,South of Grandview,Goodlett Cove,Bike Lane,Existing,MEM 50; MEM 60,,STP2,Memphis,TN,,0.114884436091,Primary,2012,N,,,STP-M,606.589822563,606.589822563,226.794588678119
285,57,58,Vollintine Ave,Ayers,Bellevue,Signed Shared Roadway,Existing,,,STP3,Memphis,TN,,0.514854134777,Secondary,2011,N,,,STP-M,2718.42983162,2718.42983162,1012.51697785288
286,58,59,Trinity Rd,Walnut Bend,Sanga,Bike Lane,Existing,,,2011PW,Memphis,TN,,0.854883072824,Primary,2011,N,,,Local,4513.78262451,4513.78262451,1680.62636833492
